ward,year,item,category,location,cost
22,2021,Street Resurfacing Menu,Street Resurfacing,ON S KILPATRICK AVE FROM W 44TH ST TO W 45TH ST,56750
22,2021,Alley Resurfacing Menu,Alleys,S KEDVALE AVE & W 26TH ST&W 27TH ST & S KARLOV AVE,55570
22,2021,Street Resurfacing Menu,Street Resurfacing,ON S LAVERGNE AVE FROM W 50TH ST TO W 51ST ST,55320
22,2021,Alley Resurfacing Menu,Alleys,S PULASKI RD & W 30TH ST&W 31ST ST & S KOMENSKY AVE,54890
22,2021,Alley Resurfacing Menu,Alleys,S HARDING AVE & W 25TH ST&W 26TH ST & S PULASKI RD,54280
22,2021,Street Resurfacing Menu,Street Resurfacing,ON S HARDING AVE FROM W 28TH ST TO W 30TH ST,50100
22,2021,Street Resurfacing Menu,Street Resurfacing,ON W 48TH ST FROM S LEAMINGTON AVE TO S LARAMIE AVE,42760
22,2021,Alley Resurfacing Menu,Alleys,S SPRINGFIELD AVE & W 30TH ST&W 31ST ST & S AVERS AVE,39860
22,2021,Alley Resurfacing Menu,Alleys,S SPRINGFIELD AVE & W 32ND ST&W 33RD ST & S AVERS AVE,39690
22,2021,Alley Resurfacing Menu,Alleys,S MILLARD AVE & W 28TH ST&W 30TH ST & S LAWNDALE AVE,39240
22,2021,Alley Resurfacing Menu,Alleys,S RIDGEWAY AVE & W 28TH ST&W 30TH ST & S LAWNDALE AVE,39180
22,2021,Alley Resurfacing Menu,Alleys,S HARDING AVE & W 24TH ST&W 25TH ST & S SPRINGFIELD AVE,39040
22,2021,Alley Resurfacing Menu,Alleys,S LEAMINGTON AVE & W 49TH ST&W 50TH ST & S LARAMIE AVE,38770
22,2021,Sidewalk Menu,Sidewalk Repair,3100-3108 S KOMENSKY AVE,38590
22,2021,Alley Resurfacing Menu,Alleys,S LAWNDALE AVE & W 24TH ST&W 25TH ST & S RIDGEWAY AVE,32680
22,2021,Street Resurfacing Menu,Street Resurfacing,ON W 30TH ST FROM S MILLARD AVE TO S CENTRAL PARK AVE,23590
22,2021,Alley Apron Menu,Alleys,5001 S LAVERGNE AVE,23190
22,2021,Alley Apron Menu,Alleys,5001 S LARAMIE AVE,22720
22,2021,Alley Resurfacing Menu,Alleys,S KARLOV AVE & W 26TH ST&W 27TH ST & S KOMENSKY AVE,21640
22,2021,Alley Apron Menu,Alleys,4558 S LAPORTE AVE,20040
22,2021,Sidewalk Menu,Sidewalk Repair,3714-3724 W 25TH ST,16480
22,2021,Sidewalk Menu,Sidewalk Repair,5000 S LAVERGNE AVE,15460
22,2021,Speed Indicator Signs,Misc.,2742 S KEDZIE AVE,14000
22,2021,Alley Resurfacing Menu,Alleys,W 25TH PL & S KILDARE AVE&S KEELER AVE & W 25TH ST,10610
22,2021,Sidewalk Menu,Sidewalk Repair,4000-4012 W 28TH ST,10410
22,2021,Alley Apron Menu,Alleys,4501 S LAVERGNE AVE,9300
22,2021,Curb & Gutter Menu,Street Resurfacing,ON W 28TH ST FROM S ST LOUIS AVE TO S MILLARD AVE,7440
22,2021,Sidewalk Menu,Sidewalk Repair,4431-4439 S KEATING AVE,6850
22,2021,Curb & Gutter Menu,Street Resurfacing,5141-5145 W 48TH ST; ON W 48TH ST FROM S LEAMINGTON AVE TO S LARAMIE AVE,5850
22,2021,Street Speed Hump Menu,Street Redesign,ON S KOMENSKY AVE FROM W 26TH ST TO W 27TH ST,4700
22,2021,Street Speed Hump Menu,Street Redesign,ON S LEAMINGTON AVE FROM W 46TH ST TO W 47TH ST,4700
22,2021,Alley Speed Hump Menu,Alleys,W 30TH ST & S KARLOV AVE&S KOMENSKY AVE & W 31ST ST,3500
22,2021,Street Speed Hump Menu,Street Redesign,ON W 25TH ST FROM S KEELER AVE TO S KILDARE AVE ; 4210 W 25TH ST,2350
22,2021,Alley Speed Hump Menu,Alleys,S TRIPP AVE & W 30TH ST&W 31ST ST & S KILDARE AVE,2100
22,2021,Alley Speed Hump Menu,Alleys,W CERMAK RD & S CHRISTIANA AVE&S SPAULDING AVE & W 23RD ST,1400
22,2022,Curb & Gutter Menu,Street Resurfacing,3201-3259 S AVERS AVE; ON S AVERS AVE FROM W 32ND ST TO W 33RD ST,110000
22,2022,Street Resurfacing Menu,Street Resurfacing,ON S KILPATRICK AVE FROM W 46TH ST TO W 47TH ST,70750
22,2022,Alley Resurfacing Menu,Alleys,4245-4265 W CERMAK RD; S KILDARE AVE & W CERMAK RD&W OGDEN AVE & S KOLIN AVE,67100
22,2022,Street Resurfacing Menu,Street Resurfacing,ON W 30TH ST FROM S AVERS AVE TO S SPRINGFIELD AVE,59170
22,2022,Street Resurfacing Menu,Street Resurfacing,ON S AVERS AVE FROM W 24TH ST TO W 25TH ST,55060
22,2022,Street Resurfacing Menu,Street Resurfacing,ON W 23RD ST FROM S CENTRAL PARK AVE TO S LAWNDALE AVE,53580
22,2022,Street Resurfacing Menu,Street Resurfacing,2800-2859 S SPAULDING AVE; ON S SPAULDING AVE FROM W 28TH ST TO W 30TH ST,53420
22,2022,Street Resurfacing Menu,Street Resurfacing,ON S LAWLER AVE FROM W 44TH ST TO W 45TH ST ; 4400 S LAWLER AVE,53310
22,2022,Street Resurfacing Menu,Street Resurfacing,ON S LAPORTE AVE FROM W 47TH ST TO W 48TH ST,50940
22,2022,Arterial Street Bump Outs Menu,Ped. Infra.,2701 S KOSTNER AVE; S KOSTNER AVE & W 27TH ST,50000
22,2022,Diagonal Parking Menu,Parks,2701 S MILLARD AVE,49120
22,2022,Street Resurfacing Menu,Street Resurfacing,ON W 30TH ST FROM S CHRISTIANA AVE TO S HOMAN AVE,48890
22,2022,Alley Resurfacing Menu,Alleys,W 27TH ST & S SAWYER AVE&S SPAULDING AVE & W 28TH ST; 2700-2758 S SAWYER AVE,47040
22,2022,Alley Resurfacing Menu,Alleys,2800-2858 S HAMLIN AVE; W 28TH ST & S HAMLIN AVE&S AVERS AVE & W 30TH ST,46580
22,2022,Alley Resurfacing Menu,Alleys,2301-2323 S RIDGEWAY AVE; W 23RD ST & S LAWNDALE AVE&S RIDGEWAY AVE & W 24TH ST,37860
22,2022,Arterial Street Bump Outs Menu,Ped. Infra.,W 26TH ST & S KOLIN AVE; 4332 W 26TH ST,31560
22,2022,Alley Resurfacing Menu,Alleys,2800-2858 S KOSTNER AVE; S KENNETH AVE & W 28TH ST&W 30TH ST & S KOSTNER AVE,31360
22,2022,Alley Resurfacing Menu,Alleys,W CERMAK RD & S ST LOUIS AVE&S DRAKE AVE & W 23RD ST; 2257 S DRAKE AVE,31060
22,2022,Sidewalk Menu,Sidewalk Repair,2659 S ST LOUIS AVE,28490
22,2022,Sidewalk Menu,Sidewalk Repair,4001-4011 W 25TH ST,26180
22,2022,1 PTZ Camera - NE 4032 W 26th Street,Misc.,4032 W 26TH ST,24780
22,2022,1 PTZ Camera - SW 3401 W 26th Street,Misc.,3401 W 26TH ST,24780
22,2022,Alley Resurfacing Menu,Alleys,3000-3058 S SPAULDING AVE; W 30TH ST & S CHRISTIANA AVE&S SPAULDING AVE & W 31ST ST,23810
22,2022,Sidewalk Menu,Sidewalk Repair,3714-3724 W 25TH ST,21100
22,2022,Street Resurfacing Menu,Street Resurfacing,ON W 27TH ST FROM S TRUMBULL AVE TO S ST LOUIS AVE,21000
22,2022,Alley Apron Menu,Alleys,ON W 28TH ST FROM S MILLARD AVE TO S LAWNDALE AVE ; 2800 S MILLARD AVE,20450
22,2022,Installation of Rectangular Rapid Flashing Beacons on W. 31st St. at S. Ridgeway Ave.,Misc.,W 31ST ST & S RIDGEWAY AVE,18190
22,2022,Street Bump Outs Menu,Ped. Infra.,W 33RD ST & S PULASKI RD; 3259 S PULASKI RD,17920
22,2022,Alley Apron Menu,Alleys,2759 S HARDING AVE,16060
22,2022,Alley Apron Menu,Alleys,2213 S MILLARD AVE,15560
22,2022,Alley Apron Menu,Alleys,4645 S LECLAIRE AVE,13520
22,2022,Alley Apron Menu,Alleys,2411 S KEDVALE AVE,13000
22,2022,Alley Apron Menu,Alleys,4715 S LA CROSSE AVE,13000
22,2022,Sidewalk Menu,Sidewalk Repair,ON S SPRINGFIELD AVE FROM W 32ND ST TO W 33RD ST,12550
22,2022,Alley Apron Menu,Alleys,4937 W 47TH ST,12410
22,2022,Sidewalk Menu,Sidewalk Repair,4501 S KILPATRICK AVE,12250
22,2022,Sidewalk Menu,Sidewalk Repair,ON W 28TH ST FROM S RIDGEWAY AVE TO S HAMLIN AVE ; 2800 S RIDGEWAY AVE,11480
22,2022,Sidewalk Menu,Sidewalk Repair,ON W 32ND ST FROM S KARLOV AVE TO S KEDVALE AVE ; 3201 S KEDVALE AVE,11370
22,2022,Alley Apron Menu,Alleys,2308 S KILDARE AVE,11330
22,2022,Alley Apron Menu,Alleys,4642 S LECLAIRE AVE,11040
22,2022,Alley Resurfacing Menu,Alleys,W 25TH ST & S PULASKI RD&S KEDVALE AVE & W 25TH PL,10120
22,2022,Street Resurfacing Menu,Street Resurfacing,4441-4443 S LEAMINGTON AVE,8330
22,2022,Street Resurfacing Menu,Street Resurfacing,3155 S SPRINGFIELD AVE,8130
22,2022,Sidewalk Menu,Sidewalk Repair,4558 S LAMON AVE,7510
22,2022,Pavement Markings Menu,Street Redesign,ON S KOSTNER AVE FROM W 26TH ST TO W 31ST ST,7500
22,2022,Pavement Markings Menu,Street Redesign,3100 S RIDGEWAY AVE,7000
22,2022,Sidewalk Menu,Sidewalk Repair,4500 S LAPORTE AVE,6980
22,2022,Curb & Gutter Menu,Street Resurfacing,2253 S MILLARD AVE,6900
22,2022,Alley Apron Menu,Alleys,3258 S SPRINGFIELD AVE,6490
22,2022,Pavement Markings Menu,Street Redesign,W 47TH ST & S LA CROSSE AVE,6300
22,2022,Sidewalk Menu,Sidewalk Repair,3020 S TRUMBULL AVE,5350
22,2022,Street Speed Hump Menu,Street Redesign,ON S HAMLIN AVE FROM W 31ST ST TO W 32ND ST,4700
22,2022,Street Speed Hump Menu,Street Redesign,ON S KILDARE AVE FROM W CERMAK RD TO W OGDEN AVE,4700
22,2022,Street Speed Hump Menu,Street Redesign,ON S LA CROSSE AVE FROM W 47TH ST TO W 48TH ST,4700
22,2022,Street Speed Hump Menu,Street Redesign,ON S MILLARD AVE FROM W 23RD ST TO W 24TH ST,4700
22,2022,Sidewalk Menu,Sidewalk Repair,4901 S LAMON AVE,3990
22,2022,Sidewalk Menu,Sidewalk Repair,4818-4824 S LEAMINGTON AVE,3810
22,2022,Sidewalk Menu,Sidewalk Repair,3021 S ST LOUIS AVE,3550
22,2022,Sidewalk Menu,Sidewalk Repair,3016 S HARDING AVE,3120
22,2022,Sidewalk Menu,Sidewalk Repair,2722 S KARLOV AVE,2690
22,2022,Street Speed Hump Menu,Street Redesign,ON S TRUMBULL AVE FROM W 30TH ST TO W 31ST ST,2350
22,2022,Street Speed Hump Menu,Street Redesign,ON W 23RD ST FROM S TRUMBULL AVE TO S ST LOUIS AVE,2350
22,2022,Street Speed Hump Menu,Street Redesign,ON W 24TH ST FROM S CENTRAL PARK AVE TO S MILLARD AVE,2350
22,2022,Sidewalk Menu,Sidewalk Repair,2335 S SPRINGFIELD AVE,2250
22,2022,Alley Speed Hump Menu,Alleys,S PULASKI RD & W 24TH PL&W 25TH ST & S KARLOV AVE,2180
22,2022,Sidewalk Menu,Sidewalk Repair,4810-4812 S LECLAIRE AVE,960
22,2022,Sidewalk Menu,Sidewalk Repair,3156 S RIDGEWAY AVE,940
22,2022,Alley Speed Hump Menu,Alleys,S LAPORTE AVE & W 50TH ST&W 51ST ST & S LAMON AVE,720
22,2022,Miscellaneous CDOT Projects,Misc. CDOT,4245 W CERMAK RD,660
22,2022,Miscellaneous CDOT Projects,Misc. CDOT,4401 S LEAMINGTON AVE,660
23,2019,Street Resurfacing Menu,Street Resurfacing,ON S HOMAN AVE FROM W 59TH ST TO W 61ST ST,127460
23,2019,Street Resurfacing Menu,Street Resurfacing,ON S NEWCASTLE AVE FROM W 51ST ST TO W 53RD ST,101710
23,2019,Street Resurfacing Menu,Street Resurfacing,ON S NEWLAND AVE FROM W 52ND ST TO W 54TH ST,93710
23,2019,Street Resurfacing Menu,Street Resurfacing,ON S RUTHERFORD AVE FROM W 52ND ST TO W 53RD ST,66600
23,2019,Street Resurfacing Menu,Street Resurfacing,ON W 64TH ST FROM 3559 W TO S ST LOUIS AVE,64270
23,2019,Street Resurfacing Menu,Street Resurfacing,ON E 65TH PL FROM S HOMAN AVE TO S ST LOUIS AVE,63930
23,2019,Street Resurfacing Menu,Street Resurfacing,ON S SAYRE AVE FROM W 52ND ST TO W 53RD ST,61790
23,2019,Street Resurfacing Menu,Street Resurfacing,ON W 58TH ST FROM S NOTTINGHAM AVE TO S HARLEM AVE,52950
23,2019,Street Resurfacing Menu,Street Resurfacing,ON W 64TH ST FROM S HAMLIN AVE TO S SPRINGFIELD AVE,48980
23,2019,Street Resurfacing Menu,Street Resurfacing,ON S NEVA AVE FROM W 54TH ST TO W ARCHER AVE,48000
23,2019,Street Resurfacing Menu,Street Resurfacing,ON W 58TH ST FROM S CENTRAL PARK AVE TO S LAWNDALE AVE,46650
23,2019,Street Resurfacing Menu,Street Resurfacing,ON S SAYRE AVE FROM W 53RD ST TO W 54TH ST,44670
23,2019,Street Resurfacing Menu,Street Resurfacing,ON W 65TH PL FROM S ST LOUIS AVE TO S CENTRAL PARK AVE,42990
23,2019,Street Resurfacing Menu,Street Resurfacing,ON W 56TH ST FROM S NOTTINGHAM AVE TO S NEVA AVE,36680
23,2019,Alley Apron Menu,Alleys,5201 S RUTHERFORD AVE,20810
23,2019,Alley Apron Menu,Alleys,3702 W 61ST ST,20620
23,2019,Alley Apron Menu,Alleys,5701 S MASON AVE,18490
23,2019,Alley Apron Menu,Alleys,5801 S MAYFIELD AVE,17250
23,2019,Sidewalk Menu,Sidewalk Repair,3424 W 59TH ST,15400
23,2019,Alley Apron Menu,Alleys,5158 S NORDICA AVE,15350
23,2019,Street Resurfacing Menu,Street Resurfacing,ON S NEWLAND AVE FROM W 51ST ST TO W 52ND ST,15310
23,2019,Alley Apron Menu,Alleys,5423 S LOREL AVE,13830
23,2019,Alley Apron Menu,Alleys,5401 S HARDING AVE,11290
23,2019,Curb & Gutter Menu,Street Resurfacing,5319 S NEWCASTLE AVE,11200
23,2019,Alley Apron Menu,Alleys,5343 S RIDGEWAY AVE,10890
23,2019,Alley Apron Menu,Alleys,6435 S NARRAGANSETT AVE,10170
23,2019,Sidewalk Menu,Sidewalk Repair,3557 W 62ND ST,10100
23,2019,Sidewalk Menu,Sidewalk Repair,5300 S MERRIMAC AVE,9490
23,2019,Street Resurfacing Menu,Street Resurfacing,ON W 58TH ST FROM S CENTRAL PARK AVE TO S LAWNDALE AVE,9400
23,2019,Sidewalk Menu,Sidewalk Repair,W 63RD PL & S SAYRE AVE; 7001 W 63RD PL,7850
23,2019,Sidewalk Menu,Sidewalk Repair,5420 S AUSTIN AVE,7510
23,2019,Sidewalk Menu,Sidewalk Repair,6021 S ARCHER AVE; S ARCHER AVE & S MENARD AVE,7320
23,2019,Curb & Gutter Menu,Street Resurfacing,5159 S NEW ENGLAND AVE; S NEW ENGLAND AVE & W 52ND ST,6930
23,2019,Curb & Gutter Menu,Street Resurfacing,5201 S NEVA AVE; S NEVA AVE & W 52ND ST,6720
23,2019,Sidewalk Menu,Sidewalk Repair,3656 W 65TH PL,6140
23,2019,Sidewalk Menu,Sidewalk Repair,5423 S NAGLE AVE,6090
23,2019,Sidewalk Menu,Sidewalk Repair,5110 S NORMANDY AVE,5800
23,2019,Curb & Gutter Menu,Street Resurfacing,5739-5743 S MENARD AVE,5740
23,2019,Sidewalk Menu,Sidewalk Repair,5827 S MAYFIELD AVE,5630
23,2019,Curb & Gutter Menu,Street Resurfacing,6348 S OAK PARK AVE,5610
23,2019,Sidewalk Menu,Sidewalk Repair,5739 S PARKSIDE AVE,5370
23,2019,Sidewalk Menu,Sidewalk Repair,7010 W 64TH PL,5070
23,2019,Sidewalk Menu,Sidewalk Repair,5642 S SAYRE AVE,5020
23,2019,Curb & Gutter Menu,Street Resurfacing,5802 S MASON AVE,4960
23,2019,Street Speed Hump Menu,Street Redesign,ON S KILDARE AVE FROM W 54TH ST TO W 55TH ST,4700
23,2019,Street Speed Hump Menu,Street Redesign,ON S MASSASOIT AVE FROM W 55TH ST TO W 56TH ST,4700
23,2019,Street Speed Hump Menu,Street Redesign,ON W 60TH PL FROM S LAWNDALE AVE TO S HAMLIN AVE,4700
23,2019,Street Speed Hump Menu,Street Redesign,ON W 62ND PL FROM S ST LOUIS AVE TO S CENTRAL PARK AVE,4700
23,2019,Street Speed Hump Menu,Street Redesign,ON W 66TH PL FROM S ST LOUIS AVE TO S CENTRAL PARK AVE,4700
23,2019,Sidewalk Menu,Sidewalk Repair,6540 W 63RD PL,4680
23,2019,Curb & Gutter Menu,Street Resurfacing,5627 S MAYFIELD AVE,4620
23,2019,Sidewalk Menu,Sidewalk Repair,5646 S NORMANDY AVE,4570
23,2019,Street Speed Hump Menu,Street Redesign,ON W 57TH PL FROM S HAMLIN AVE TO S SPRINGFIELD AVE,4320
23,2019,Sidewalk Menu,Sidewalk Repair,6224 S KEELER AVE,3660
23,2019,Sidewalk Menu,Sidewalk Repair,5648 S MASSASOIT AVE,3630
23,2019,Sidewalk Menu,Sidewalk Repair,5308 W 54TH ST,3610
23,2019,Sidewalk Menu,Sidewalk Repair,5715 S MASSASOIT AVE,3590
23,2019,Sidewalk Menu,Sidewalk Repair,6941 W 64TH ST,3560
23,2019,Sidewalk Menu,Sidewalk Repair,5919 S SAWYER AVE,3530
23,2019,Sidewalk Menu,Sidewalk Repair,5313 S SAYRE AVE,3090
23,2019,Sidewalk Menu,Sidewalk Repair,5222 S OAK PARK AVE,2990
23,2019,Sidewalk Menu,Sidewalk Repair,6341 W 63RD PL,2930
23,2019,Sidewalk Menu,Sidewalk Repair,7013 W 63RD PL,2900
23,2019,Sidewalk Menu,Sidewalk Repair,ON W 65TH PL FROM S HOMAN AVE TO S ST LOUIS AVE,2900
23,2019,Sidewalk Menu,Sidewalk Repair,5405 S NEENAH AVE,2710
23,2019,Sidewalk Menu,Sidewalk Repair,6917 W 64TH ST,2650
23,2019,Sidewalk Menu,Sidewalk Repair,5545 S NATCHEZ AVE,2530
23,2019,Sidewalk Menu,Sidewalk Repair,6655 W ARCHER AVE,2530
23,2019,Sidewalk Menu,Sidewalk Repair,5304 S OAK PARK AVE,2420
23,2019,Sidewalk Menu,Sidewalk Repair,5230 S NEVA AVE,2400
23,2019,Street Speed Hump Menu,Street Redesign,ON W 56TH ST FROM S NEVA AVE TO S HARLEM AVE,2350
23,2019,Sidewalk Menu,Sidewalk Repair,5538 S MASSASOIT AVE,2190
23,2019,Curb & Gutter Menu,Street Resurfacing,6021 S ARCHER AVE; S ARCHER AVE & S MENARD AVE,1990
23,2019,Curb & Gutter Menu,Street Resurfacing,3948 W 61ST ST,1970
23,2019,Curb & Gutter Menu,Street Resurfacing,5529 S OAK PARK AVE,1800
23,2019,Sidewalk Menu,Sidewalk Repair,5332 S MOODY AVE,1560
23,2019,Sidewalk Menu,Sidewalk Repair,5744 S NORDICA AVE,1560
23,2019,Curb & Gutter Menu,Street Resurfacing,5519 S NOTTINGHAM AVE,1460
23,2019,Sidewalk Menu,Sidewalk Repair,6043 S KOMENSKY AVE,1450
23,2019,Sidewalk Menu,Sidewalk Repair,5221 S NEWLAND AVE,1370
23,2019,Sidewalk Menu,Sidewalk Repair,5835 S HARLEM AVE,1160
23,2019,Curb & Gutter Menu,Street Resurfacing,3320 W 66TH PL,1140
23,2019,Alley Apron Menu,Alleys,5600 S NOTTINGHAM AVE,1020
23,2019,Miscellaneous CDOT Projects,Misc. CDOT,3209 W 61ST PL; 6132 S KEDZIE AVE,900
23,2019,Sidewalk Menu,Sidewalk Repair,5436 S OAK PARK AVE,900
23,2019,Sidewalk Menu,Sidewalk Repair,5612 S RUTHERFORD AVE,760
23,2019,Bollard Menu,Misc.,5526 S PARKSIDE AVE,680
23,2019,Sidewalk Menu,Sidewalk Repair,5537 S NATCHEZ AVE,680
23,2020,Street Resurfacing Menu,Street Resurfacing,ON W 54TH ST FROM S CENTRAL AVE TO S LARAMIE AVE,245440
23,2020,Street Resurfacing Menu,Street Resurfacing,ON S RUTHERFORD AVE FROM W 53RD ST TO W ARCHER AVE,156140
23,2020,Street Resurfacing Menu,Street Resurfacing,ON S NORMANDY AVE FROM W 53RD ST TO W ARCHER AVE,148360
23,2020,Street Resurfacing Menu,Street Resurfacing,ON W 51ST ST FROM S RUTHERFORD AVE TO S SAYRE AVE,145250
23,2020,Street Resurfacing Menu,Street Resurfacing,ON S NEVA AVE FROM W 52ND ST TO W 53RD ST,80770
23,2020,Street Resurfacing Menu,Street Resurfacing,ON S SPRINGFIELD AVE FROM W 51ST ST TO W 52ND ST,66310
23,2020,Street Resurfacing Menu,Street Resurfacing,ON S NEWCASTLE AVE FROM W 53RD ST TO W 54TH ST,60830
23,2020,Street Resurfacing Menu,Street Resurfacing,ON W 51ST PL FROM S NOTTINGHAM AVE TO S NEVA AVE,56090
23,2020,Street Resurfacing Menu,Street Resurfacing,ON S NEVA AVE FROM W 56TH ST TO W 57TH ST,55170
23,2020,Street Resurfacing Menu,Street Resurfacing,ON S NEWCASTLE AVE FROM W 56TH ST TO W 57TH ST,53070
23,2020,Street Resurfacing Menu,Street Resurfacing,ON S NEWLAND AVE FROM W 51ST ST TO W 52ND ST,41840
23,2020,1 POD Camera: W. Lawndale Ave & S. 55th St,Police Cameras,S LAWNDALE AVE & W 55TH ST,24780
23,2020,Alley Apron Menu,Alleys,3401 W 66TH PL; 3400 W MARQUETTE RD,24150
23,2020,Alley Apron Menu,Alleys,3300 W MARQUETTE RD; 3301 W 66TH PL,18330
23,2020,Alley Apron Menu,Alleys,5658 S NOTTINGHAM AVE; 5655 S NEVA AVE,16730
23,2020,Sidewalk Menu,Sidewalk Repair,5659 S NORDICA AVE,16630
23,2020,Sidewalk Menu,Sidewalk Repair,5219 S NORDICA AVE,10060
23,2020,Sidewalk Menu,Sidewalk Repair,5326 S NOTTINGHAM AVE,9280
23,2020,Sidewalk Menu,Sidewalk Repair,5416 S NEVA AVE,7280
23,2020,Street Speed Hump Menu,Street Redesign,ON S KILBOURN AVE FROM 5401 S TO W 55TH ST ; 5400-5401 S KILBOURN AVE,7050
23,2020,Sidewalk Menu,Sidewalk Repair,5609 S NEVA AVE,6820
23,2020,Sidewalk Menu,Sidewalk Repair,5514 S NOTTINGHAM AVE,5880
23,2020,Sidewalk Menu,Sidewalk Repair,5555 S NEVA AVE,5850
23,2020,Sidewalk Menu,Sidewalk Repair,3322 W 66TH PL,5660
23,2020,Sidewalk Menu,Sidewalk Repair,5451 S NEVA AVE,5360
23,2020,Curb & Gutter Menu,Street Resurfacing,5345 S NEWLAND AVE,4800
23,2020,Street Speed Hump Menu,Street Redesign,ON W 60TH ST FROM 3598 W TO S ST LOUIS AVE ; 3500 W 60TH ST,4700
23,2020,Street Speed Hump Menu,Street Redesign,ON W 61ST PL FROM S SPAULDING AVE TO S HOMAN AVE ; 3300 W 61ST PL,4700
23,2020,Sidewalk Menu,Sidewalk Repair,5315 S NARRAGANSETT AVE; 5317 S NARRAGANSETT AVE,4130
23,2020,Curb & Gutter Menu,Street Resurfacing,3727 W 55TH PL,3940
23,2020,Curb & Gutter Menu,Street Resurfacing,ON S SPRINGFIELD AVE FROM W 51ST ST TO W 52ND ST ; 5133 S SPRINGFIELD AVE,3580
23,2020,Alley Speed Hump Menu,Alleys,5400 S KILBOURN AVE; S KILBOURN AVE & W 55TH ST,3500
23,2020,Sidewalk Menu,Sidewalk Repair,5828 S CHRISTIANA AVE,3200
23,2020,Curb & Gutter Menu,Street Resurfacing,5320 S NEWCASTLE AVE,2900
23,2020,Street Speed Hump Menu,Street Redesign,ON S SAYRE AVE FROM W 64TH PL TO W 65TH ST,2350
23,2020,Street Speed Hump Menu,Street Redesign,ON S SAYRE AVE FROM W 64TH ST TO W 64TH PL,2350
23,2020,Sidewalk Menu,Sidewalk Repair,5655 S NORDICA AVE,1950
23,2020,Alley Speed Hump Menu,Alleys,W 54TH ST & S HAMLIN AVE&S AVERS AVE & W 55TH ST; 3800 W 55TH ST,1400
23,2020,Sidewalk Menu,Sidewalk Repair,3419 W 66TH PL,1350
23,2020,Sidewalk Menu,Sidewalk Repair,5320 S AUSTIN AVE,1280
23,2020,Sidewalk Menu,Sidewalk Repair,3403 W 62ND PL,540
23,2020,Alley Speed Hump Menu,Alleys,W 58TH ST & S TRUMBULL AVE&S HOMAN AVE & W 59TH ST; 5817 S TRUMBULL AVE,210
23,2021,Street Resurfacing Menu,Street Resurfacing,ON S CENTRAL PARK AVE FROM W 59TH PL TO W 63RD ST,126400
23,2021,Street Resurfacing Menu,Street Resurfacing,ON S CENTRAL PARK AVE FROM W 55TH ST TO W 59TH ST,120630
23,2021,Street Resurfacing Menu,Street Resurfacing,ON W 57TH ST FROM S CENTRAL PARK AVE TO S HAMLIN AVE,101040
23,2021,Stars and Stripes Park Improvements,Parks,5120 S NORDICA AVE,100000
23,2021,Diagonal Parking Menu,Parks,ON S SAYRE AVE FROM W 51ST ST TO W 51ST PL,85370
23,2021,Street Resurfacing Menu,Street Resurfacing,ON S SAYRE AVE FROM W 51ST ST TO W 52ND ST,67460
23,2021,Street Resurfacing Menu,Street Resurfacing,ON S HAMLIN AVE FROM W 52ND ST TO W 53RD ST,56870
23,2021,Street Resurfacing Menu,Street Resurfacing,ON S RUTHERFORD AVE FROM W 51ST ST TO W 52ND ST,54040
23,2021,Street Resurfacing Menu,Street Resurfacing,ON W 65TH ST FROM S SPRINGFIELD AVE TO S HAMLIN AVE,53500
23,2021,Street Resurfacing Menu,Street Resurfacing,ON W 64TH ST FROM S NARRAGANSETT AVE TO S NATCHEZ AVE,52340
23,2021,Street Resurfacing Menu,Street Resurfacing,ON S OAK PARK AVE FROM W 52ND ST TO W 53RD ST,50180
23,2021,Mural w/ DCASE at 59th and South Central Park,Beautification,S CENTRAL PARK AVE & W 59TH ST,50000
23,2021,Street Resurfacing Menu,Street Resurfacing,ON S HAMLIN AVE FROM W 51ST ST TO W 52ND ST,47160
23,2021,Street Resurfacing Menu,Street Resurfacing,ON W 62ND ST FROM S SPRINGFIELD AVE TO S PULASKI RD,47080
23,2021,Viaduct Improvement Menu,Viaducts,5400 S CICERO AVE; 5346 S CICERO AVE,42370
23,2021,1 POD Camera + LPR Existing: 59th & Kedzie,Police Cameras,S KEDZIE AVE & W 59TH ST,35750
23,2021,1 POD Camera + LPR Existing: 63rd & Kedzie,Police Cameras,S KEDZIE AVE & W 63RD ST,35750
23,2021,1 POD Camera + LPR on Existing - Archer & Austin,Police Cameras,S ARCHER AVE & S AUSTIN AVE,35750
23,2021,Alley Apron Menu,Alleys,5259 S NORDICA AVE; 5258 S SAYRE AVE,28170
23,2021,Speed Indicator Signs,Misc.,5946-5948 S PULASKI RD; 6115 S PULASKI RD,28000
23,2021,Speed Indicator Signs,Misc.,5160 S ARCHER AVE; 5185 S ARCHER AVE,22000
23,2021,Viaduct Improvement Menu,Viaducts,5900 S CENTRAL PARK AVE,21840
23,2021,Curb & Gutter Menu,Street Resurfacing,6026 S KARLOV AVE,19020
23,2021,Viaduct Improvement Menu,Viaducts,5800 S CENTRAL PARK AVE,18200
23,2021,Alley Apron Menu,Alleys,3702 W 61ST ST; 3701 W 60TH PL,16420
23,2021,Alley Resurfacing Menu,Alleys,W 59TH ST & S LAWNDALE AVE&W 59TH PL & S CENTRAL PARK AVE,16280
23,2021,Alley Apron Menu,Alleys,5711 W 56TH ST; 5601 S MASSASOIT AVE,15260
